,Alpha,Beta,Nu,Rho
INDB,0.41989522286530656,0.0004997307838363539,0.2724210311284333,-0.8562899406875271
INDI,0.5628373154994813,0.00010001699631167224,1.08899950308231,0.41037914852086094
INDL,0.388699428834205,0.6875259628131394,0.9106625557140594,-0.4450479439718602
INDS,0.3205553879920405,0.00010000005214117166,1.0304830986101452,0.19462406055731366
INDT,0.39209485446879555,0.9806932805855053,1.3320199990078294,0.3951741297701469
INDY,0.3142202027628159,0.00044393125319405763,1.1925602060614708,0.5038801131333241
INFA,0.6361717990340111,0.41867217681953195,1.358689762181619,-0.2114992052590064
INFI,1.6401228380648214,0.6847771756946823,0.3077868403849555,-0.9998722085657471
INFL,0.22929281666001486,0.9999844101504481,1.1033875507344975,-0.7646104533431599
INFN,0.7790405091045016,0.0021948441690066225,0.5356029414135612,0.5728273576339242
INFU,1.0370194622141977,0.8843903090215707,3.157221465366701,-0.8014382710516735
INFY,0.31705672023222586,0.015620337187861504,0.5333141460285714,0.1611425131261286
ING,0.4169232091821684,0.35460380929273483,1.0317274969884989,-0.6331251183925769
INGN,0.6642827763968222,0.0004625900030458491,0.028063352297417583,0.4995441031013651
INGR,0.24497161171287984,0.00010004474967746001,0.9838036459141393,-0.2520942817400916
INMB,1.091116992182529,0.0012861353477916025,0.8356529470619897,0.6841106811081947
INMD,0.6895505610347291,0.0007178283855295392,0.3464916185931383,0.9998999884579112
INN,0.5667139943600705,0.0005421084313351097,0.08855836301820297,0.5823756822588245
INNV,0.9109482516156501,0.40949742609539036,0.9996709731510692,0.9998997256723102
INO,1.4654296844091277,0.00010723752253964338,0.4949719033631653,0.8210354308424974
INOD,1.0395588123909392,0.3657250918839647,1.0001487892300918,0.9998998362001152
INQQ,0.47192099334203713,0.8617331692251663,0.8585307427084637,0.7365478528927947
INSE,0.6014749087358805,0.4011652179327394,0.922814316841651,0.5410922500858153
INSG,0.7987340173223256,0.00010014864202182239,1.1324470942037705,0.5005732777810425
INSM,0.7705537549425441,0.20627326989678132,0.5441833049154559,-0.9998999999826836
INSP,0.5117282086516587,0.31812712949046407,0.014273776059378409,0.8470664113542591
INST,0.5980291849925832,0.746556312200572,0.08168200163162757,-0.999836367588447
INSW,0.6600462354977277,0.19864307244811233,0.17012068017738308,-0.999899999957554
INT,0.5732958242617417,0.000499730783836354,0.19934900629093014,-0.9981005384174949
INTA,0.7614127403931389,0.0006812255613865514,0.9509629149624339,0.4688925503853911
INTC,0.37300500325072855,0.023382534472297413,0.6409297430508216,0.24862692080623128
INTF,0.4352014512332042,0.000460664181855133,1.6827716035731377,0.999379042906825
INTT,0.6744366668661035,0.574778620450196,1.2108521139487738,0.5006698770827109
INTU,0.39672438310391284,0.015404024296205535,0.11490312319246566,0.4948508086130061
INTZ,1.4178234956233227,0.1950738776276678,0.747957676059783,0.7266999837058233
INVA,0.46924715896399005,0.0004990020574602384,1.0029229349638236,-0.09440804667844616
INVE,0.5505675164108427,0.5167751265325998,0.05196232993378607,0.9998998601376786
INVH,0.3145964618578305,0.00029232555897898036,0.11586567839277423,-0.999849706319785
INVZ,0.8816995585023868,0.00011464871663901372,0.9557365336961449,0.9556377430118949
INZY,2.7997736703943357,0.9998674852688387,1.4790881560709033,0.5734672374255484
IONQ,0.8511631734145028,0.00010006537486289117,1.1314704290818738,0.8811563037000686
IONS,0.5035326712744292,0.0004221764837603139,0.1933407083304982,0.49655158097043695
IOO,0.20163933174229337,0.9996002415935421,1.1637648834951295,-0.4585740998206455
IOSP,0.36436769514793255,0.00010007688949171135,1.1059008701761397,-0.020729389034506718
IOT,0.758014831832901,0.000100071262777022,0.8547554315148355,0.7487435611913266
IOVA,0.8998733011780093,0.00010000436969332608,0.8461609534363898,0.944197465887145
IP,0.2922853101656005,0.9999600020981483,1.313758151796473,-0.7399738841877701
IPA,1.2496550116890117,0.3667389523121537,0.5873166537313218,0.9998985700367818
IPAR,0.4322494030635525,0.00612896097973197,1.1476958559712458,0.14778497316469977
IPAY,0.3347124235748329,0.019048464457522552,0.772453567136502,0.38915436258268044
IPG,0.31863173284749813,0.0001020772632037946,0.7222478115305463,0.09552970285342073
IPGP,0.43999443652496667,0.008372107166532831,0.7303647285506333,-0.02972230321517772
IPI,0.7241911602173745,0.40469412821694084,0.9187736066441564,0.4639456417034769
IPKW,0.29433486182329804,0.00010002637440195044,2.175636570212379,0.6337723516329865
IPO,0.4349763171155454,0.9999999999688124,1.0488307024795156,-0.4852306251585207
IPOD,0.3696207698255926,0.004457829558458586,1.4981530994470167,-0.5634343970310056
IPOF,0.3254498404205026,0.00011620319504667003,1.6252757818247758,-0.2957755158867704
IPSC,1.1632565254555647,0.3018594598186878,1.1368811459299637,0.4998796676780287
IQ,1.0203871565595803,0.4052055132826292,0.3855995498965657,0.988356849192275
IQDF,0.25121302624614633,0.00010000000002217499,2.5097561203927765,0.834909472103446
IQDG,0.46371633485555647,0.0001001210768004923,6.354446055367862,0.9390089620531716
IQLT,0.22862048532018645,0.00010003521752523475,0.7041202073704935,0.5009660064369463
IQM,0.4959118939088149,0.9944276091155982,0.9350964554381738,-0.9998999949491125
IQV,0.3594119466643438,0.00031657507020867523,0.04277659277281943,-0.999889763854515
IR,0.40524532756106235,0.00012558331989695907,0.6048973529882569,-0.3137656938909704
IRBO,0.3711804291902453,0.0005381061009826671,2.80557666037704,0.7238430325866612
IRBT,0.8883855870990698,0.5233702186094541,2.9287522885041777,-0.9849906419775746
IRDM,0.41772984988088974,0.005830423181145181,0.1981412390767304,0.5174612726925254
IREN,1.431613809884644,0.16637681609367294,0.8944551438583567,0.480790211601922
IRIX,1.530618714777889,0.6715709595580448,1.001125141137701,0.4993736146794865
IRM,0.31475745921311793,0.9999940385844469,1.5351798701454928,-0.7741401575484572
IRNT,2.2915852083459547,0.42830253193929313,1.9106623473599582,-0.7955512830030055
IRT,0.563777405171391,0.9999747730287799,2.577126296520835,-0.8428907170935197
IRTC,0.5718364608916732,0.07919137699209047,0.0337729906551238,-0.9997793305600561
IRWD,0.5871657458768433,0.12566424982935687,2.4876599059398083,-0.6885393096745982
IS,0.852034794285981,0.20581666944333996,0.715338604961156,0.5326312777237607
ISEE,1.9525334191499133,0.8940475591853806,0.22432444595590464,-0.9998999629793641
ISPO,1.4899465286498332,0.00010000001377099338,0.12137016041803118,-0.6626362876509129
ISRA,0.3033645176341611,0.00031316488812072567,0.06006172078898359,-0.9998999999600775
ISRG,0.39971832674717916,0.5731449863139018,0.6791796278148171,-0.45476087356038225
ISSC,0.8256022840409332,0.4472990263575719,1.093522823758681,0.3930478560719599
ISTB,0.24522231117223625,0.999995403095157,1.2889354991127029,0.2811309213691797
ISUN,1.4033050217461567,0.5007845744141589,0.7814513676881556,0.5369448290086576
IT,0.401309175074248,0.0007065231209108711,0.1431883436605738,-0.8576727792145913
ITA,0.23772715835488595,0.11956153856268177,0.07780855706242425,-0.8758188989378539
ITB,0.3567758657664016,0.00012590546113139402,0.18515101711693555,-0.9617422015538646
ITCI,0.6075077470965811,0.02190802886080256,0.4954520571414661,0.8129780212268801
ITEQ,0.34445498697883364,0.9646620113408148,1.0340156640138147,0.5243182654500503
ITGR,0.4419048014773564,0.8037934363272786,1.201751499322135,0.38689290054667425
ITI,0.9532452686230763,0.9339931634467069,0.999629246658361,0.4998726060026384
ITM,0.07636338279065723,0.015676994667441962,0.25088221519318904,-0.16165150017310748
ITOS,0.8737791645447229,0.03581432688590999,1.0558480354183128,0.5242181138376415
ITOT,0.21725003333611695,0.03440158612817067,0.11450717570144316,-0.9998962584759701
ITP,1.498661430351651,0.4984973435805706,0.9997986405665471,0.4998015663057892
ITRI,0.5000014646171055,0.0007628597972607922,1.5700461545006574,-0.337255085938123
ITRN,0.8732408873849877,0.9999999999807752,1.7290598581880732,-0.9993876981314711
ITT,0.3477390538224075,0.00010000036597849692,0.2755331994986682,-0.6409653338016137
ITUB,0.4365383880799316,0.09174654550135887,1.201293057935079,-0.1590942702844897
ITW,0.31035294138579594,0.0003291020281007903,0.1315344460724352,-0.9998521618194416
IUSB,0.10217333039798376,0.00696308506001546,0.2402219051804018,0.1422713874295392
IUSG,0.24024088779441058,0.9999891867990225,0.2553640010064757,-0.9998573103884837
IUSV,0.21897641468271026,0.9994699460704476,0.9508129993396236,-0.9998998378841948
IVAC,0.5865422899856061,0.21608882829645165,0.9834957396239941,0.4997256272416062
IVE,0.13679007721007738,0.06918728900106959,0.11688237884082035,0.9998890901731803
IVES,0.39674384232091625,0.7333421150823052,1.6397000613256616,0.6311929065378946
IVLU,0.37590998445633367,0.00036648511975231044,1.3865140479806104,0.8346996311026118
IVOG,0.21770206147540527,0.20342791889729372,0.5265730803321602,-0.9998801632606665
IVOL,0.27674862676182327,0.8568399292394528,0.3204701495738788,-0.9998701261402537
IVOO,0.23304232423855975,0.0005039720267288513,0.2893728931206209,-0.9960018472052725
IVOV,0.2160998668650802,0.0005032295500698931,0.6450498633012407,-0.6834358247405701
IVR,0.620704042640505,0.0004997332680913319,0.948414814132138,-0.3718649054754875
IVT,0.460442369384193,0.00010107406300272716,0.6385468802402287,-0.26120454949247673
IVV,0.19767593829144273,0.3627291677797009,0.08859455196391797,-0.9997091767284306
IVW,0.2713147457920089,0.06981432754849176,0.2905657642252842,-0.9976882317765416
IVZ,0.35240950216285916,0.9998981237432223,1.127489211075941,-0.42314568496854793
IWB,0.20646672622748136,0.5318149023331947,0.2178590352060873,-0.9998598387043185
IWC,0.2512673984181981,0.06723458296536242,0.5472075776434294,-0.15815340246584075
IWD,0.14762963412816768,0.020345614435713186,0.1439136281501218,0.9998614127371258
IWF,0.2838882825769452,0.037141818248989475,0.114425604377438,-0.9849857514077652
IWFH,0.5827552369361614,0.974169056798679,0.8130212599727887,0.7746706209525208
IWIN,0.305879258844292,0.98032018197332,1.1808479849723121,0.7113332268456329
IWL,0.22330217677726705,0.00011106031467299302,0.8786109991378567,0.4157139734668615
IWM,0.2844606607526386,0.99993853532562,1.551366253319693,-0.7743958278019489
IWN,0.26607428976190356,0.0001098286716558101,0.2023729667663519,-0.9507183591138183
IWO,0.2925986148625167,0.2707040397715628,0.4756615919063929,-0.5899983908744862
IWP,0.22988848660429692,0.00015235322046238737,0.26090514333337034,0.5335072755525233
IWR,1.5620639067361708,0.6212166424541238,55.63752202742995,-0.8025090141209408
IWS,0.21336680405885147,0.9999999623474742,0.6104436885653483,-0.9187037448619378
IWV,0.20758288401562125,0.9995675983754201,0.3582273021509819,-0.9998393866412848
IWX,0.2505634614075709,0.00010008967960629126,0.9717276360025697,0.5008006416379563
IWY,0.21610494682242212,0.000804014810921631,0.6246118368832951,-0.28331023702254815
IXC,0.34614342467973075,0.15844167945532436,0.024152459935610923,-0.9998999997991177
IXG,0.21021074114908436,0.00010000000512816328,0.44547838223772607,-0.7797426907030609
IXJ,0.1925870914015654,0.00020869948387838535,0.48255001464322883,-0.9341129744410355
IXN,0.36065236198191264,0.9999998011356981,2.21423284811025,-0.7098522361273433
IXP,0.30826210696813705,0.9998560723673525,5.234584122172112,-0.7051408877364138
IXUS,0.19360633400380786,0.3605793987028893,1.755149406995425,0.07094764962086342
IYC,0.2997219306245238,0.38414955736014206,0.26840025718965604,0.9993920389841314
IYE,0.37312075277282364,0.012048925902881515,0.18527755355982248,-0.999818295473253
IYF,0.25325681814143375,0.9999999894187961,0.5965216041403709,-0.9998728823261214
IYG,0.24863085382156097,0.00031802722172242224,0.17969977475319768,-0.9998854048642448
IYH,0.2054611979431706,0.00010029364241126729,0.2821022487293499,-0.9680197491576189
IYJ,0.21205004801856636,0.8045424930346847,0.2708967620086338,-0.9998999999322555
IYK,0.1566567825679587,0.050774240672679896,0.3172403676658453,0.9997937832618429
IYM,0.2361725334866353,0.00010000679247662221,0.13544773491270878,-0.6897179634277212
IYR,0.21680344598395354,0.005141307860454174,0.4440182009229052,-0.361081537152195
IYT,0.2579531972492241,0.10642111271597146,0.0014417973931062547,0.054790848060337835
IYW,0.2764322149032251,0.6090956361520992,0.6606600497627763,-0.30530153562928797
IYY,0.2679348605554562,0.0003132103174268055,0.02048448797320865,-0.9998998635995677
IYZ,0.2576180359218929,0.15627663308187284,1.4065366494098377,-0.24103520303007042
IZRL,0.6148284236358111,0.1303359477032207,1.033641442651218,0.02462093936648236
J,0.3109392755591796,0.00010000008826068448,0.23651508696509493,0.7525210899212712
JAAA,0.24054300068043616,0.00010000003571519657,0.418395565226434,-0.8272070835842382
JACK,0.4008957232535208,0.057653288655978525,0.8544644251530317,-0.28976683547806964
JAGX,7.389720495465891,0.3146124664789262,11.0326517509213,-0.7196306582268295
JAMF,0.6224048411456155,0.034538409563258175,0.6940226753866052,0.2608105284053676
JANX,1.6673720837034611,0.5747410945097368,0.00012348988562531655,-0.9998998615239052
JAZZ,0.3486900127807875,0.000336489512404192,0.016412205276867754,-0.9998998616337321
JBGS,0.4925448818734888,0.00020695261402930754,0.6484934811142788,0.8077949617890067
JBHT,0.34131312872594016,0.999999979648877,0.5001077073756962,-0.9577504454095647
JBI,0.6013122505680912,0.05823865912939312,1.2463173999226353,-0.49089833757246126
JBL,0.40848683262533725,0.0006250251257682578,0.1268097972282109,-0.956782601387281
JBLU,0.6065069323585572,0.040681590385881275,0.8745987351002509,0.2434926708651835
JBSS,0.3073162196406282,0.00010852780593311622,0.8436234726069282,0.3113055247779664
JBT,0.38646680305018694,0.00010003398952650682,0.13637096324577036,0.5168786555264648
JCI,0.29354371223521286,0.12833982711246086,0.4569804639521718,-0.19480890019451544
JCPI,0.1674128869550488,0.000743392367923613,2.2452447915852174,-0.020431029954095913
JD,0.5153853996573574,0.017883636425799494,0.32282756470919827,0.9242764581405467
JDST,0.9677219916053266,0.5675141835214095,0.4188772291811387,0.9998416314568239
JEF,0.3531406105082793,0.9224320178141473,1.2835059655444288,-0.5482021376398568
JELD,0.7330505966515142,0.0007167021881766963,0.7302296053363118,0.08893171787507993
JEPI,0.08568756340872666,0.003724829398956299,0.32450153175948215,-0.2219810576659855
JETS,0.38157082077399485,0.9945118635488935,0.5783548355468866,-0.6342038724106903
JFIN,1.2426728877575197,0.4916333081261786,1.0003602386516501,0.4982285527894429
JGLD,0.4135607279816596,0.039967144003027026,1.7862164833234153,0.18259642975220175
JHG,0.543178802239944,0.9999999955871426,3.1794515173086073,-0.7467158460536523
JHML,0.2478200703471844,0.00010000005931258214,1.213483194143456,0.37296563385498616
JJA,0.521770850838527,0.04595817503038025,0.5553305343169022,0.8773820103335149
JJC,0.4201980458133263,0.00010007841096520764,1.2242697021681683,0.33590093210658556
JJG,0.37177906718750064,0.0001323568953999071,0.5452523488666019,0.704038024467017
JJM,0.455892769605196,0.0004997317692671441,0.3458879743489671,0.519108147090906
JJN,0.6133356027456479,0.00010000008695356966,0.6363730883441038,0.32552505110732655
JJP,0.3030610061182951,0.0001000280667156395,3.311993533401182,0.9242826988074995
JJSF,0.4548234788601674,0.2975759911832035,566.7990802777284,0.8168286788511347
JJU,0.44135214818130397,0.24604871724593227,0.6083010670858028,0.1080014499716715
JKHY,0.314331463813861,0.00010007841096520769,0.6884272948377065,0.33844249528111153
JKS,0.6441860821169105,0.00010007295147516648,0.7598191576961161,0.6116341312925114
JLL,0.3643154648872365,0.3882207830310138,1.0562254314904926,-0.07988485163035751
JMBS,0.23912035503467577,0.00047735181302391343,0.3237383554783497,-0.898334061274115
JMIA,0.8790748776913444,0.3880753057488634,0.8129557703424147,0.565900943720573
JMST,0.21942503404910288,0.00010004521668680435,0.9710272251451889,0.319817494456862
JNCE,0.9430936692825614,0.3216574206606218,1.0603756007976675,0.4984915558044402
JNJ,0.20988583791904264,0.0005146718104194066,0.5939465013210774,-0.18517521713528293
JNK,0.13761490915664462,0.0005007356753541683,1.5620279363606562,-0.8080250118219925
JNPR,0.27748055412432465,0.0026414273868417023,0.8185502093292107,-0.19267988601217906
JNUG,0.862257636798015,0.00010823399307101155,0.7329620631065864,0.999899988182596
JO,0.4366156470734613,0.6004062844692144,0.3091581822445418,0.9998999997865623
JOAN,0.8518189515861873,0.00010009440651979106,1.6784688223754687,-0.2514878461096743
JOBY,0.899811661593688,0.6452172943250009,0.3928935456664308,-0.16559594260307184
JOE,0.3537529120457651,0.5782316394451056,0.17734827742986797,0.8345458508356053
JOET,0.47360182882803953,0.0004997307838363538,0.06848319810520812,-0.9958904311863774
JPEM,0.2632954175621995,0.00010000002195770339,1.3906671827202872,0.7449109196827439
JPIN,0.18162311619953156,0.9999999929296877,0.6028296114993835,-0.13160930636608023
JPM,0.29443085857346807,0.0004960772061259818,0.6172699969701699,-0.20590720849303387
JPST,0.2401451771041833,0.0005576129029986572,0.05306167842266889,-0.9998946198064912
JPUS,0.1866173687356021,0.03201792418158183,0.05445977723020062,0.9998999690956983
JRVR,0.5596327066655394,0.9999999994232357,2.417508970001179,-0.7719173070967128
JSPR,0.9903835403424581,0.4899044642572191,1.0001153917748669,0.9993519750490787
JSTC,0.3631714820332679,0.00010000489806850896,1.0316021606003372,0.9188352123759815
JTKWY,1.9152914168684139,0.9995746609321583,0.24872500671451792,0.4988832409816821
JUST,0.25272635396932686,0.9999712035457011,0.8246769616579334,-0.9993360553352459
JWN,0.6230137527254167,0.00010000402499020161,0.9984551958722258,0.5869728476601382
JXI,0.22075205285802146,0.00010016917100253461,0.3696146099337705,0.8161599704156456
JXN,0.47451752599045405,0.07395212639800464,0.8840484299920345,0.010075278912938612
JYNT,0.8097836696350238,0.1881930377965,0.8943098456799408,0.15447300182335935
K,0.1878471826872773,0.3512661360093401,0.16131211141142265,0.7381109748128645
KAHC,0.37859724454881005,0.5298490724560716,0.6735279799850983,0.49978990901839176
KAI,0.3667664450242088,0.9999388819852044,1.288908912479718,-0.7133657053237075
KALL,0.2915209687265588,0.00010938863582981399,1.630043059857216,0.8387348905044468
KALU,0.4711532973313041,0.05453988726969855,0.8450852175773105,0.3249794911619188
KALV,0.9448380572424345,0.06080501915380808,0.8367145674812364,0.6231799885178927
KAMN,0.7542757497565701,0.09038933146723821,0.6513140290768837,0.6414595047376489
KAR,0.5924077137093233,0.23000471735689398,1.4738450386256832,-0.7050910135772362
KARS,0.28303729082820756,0.0005066579102289329,0.09798940921976551,-0.9998495038254356
KB,0.4429235252949683,0.0004997307838362443,0.007798777050314894,-0.9992383028996623
KBA,0.24386474270260836,0.9999428688680285,1.14396739629409,-0.2658387959247294
KBAL,0.7765909887708006,0.0004997307838363538,0.1067630719052772,-0.9968970354392639
KBE,0.2735125651780121,0.36729257842253804,1.0937962677116424,-0.5859709504441398
KBH,0.4538887212554429,0.022194185647540884,0.6558437129312542,-0.020852648730343808
KBNT,2.8515191526572097,0.49849736008570306,0.9996463856510801,0.49954691429469794
KBR,0.3197336171695934,0.10025400399338426,0.13439858836468538,0.8522164811572566
KBWB,0.2787402428142301,0.0004804656462429138,0.926514325702781,-0.4454946717085252
KBWD,0.39749393927897914,0.0003418678709166511,1.471713621033553,-0.02169310021200415
KBWR,0.3436231050074835,0.00010000005059406539,1.6934462848787628,0.5507926809754998
KBWY,0.33431773642832135,0.9999999623800128,0.3460878259127,0.9998933650159154
KC,1.0125252800706568,0.408686400083802,1.0020461909378637,0.48775848889692575
KCCA,0.4281926041622509,0.09147227727962165,2.281013570820636,-0.05782243406740266
KCE,0.2891136996908281,0.00010000000078986743,0.3996911136228117,-0.4041951866292777
KD,0.5914755888030505,0.40840059687757785,0.530408125119951,0.5502526499670176
KDNY,0.805177434363672,0.0003132273922629845,0.3483766237773941,-0.9998998123321977
KDP,0.1549500754703236,0.40313630293670566,95.97105837035502,-0.8162146949955067
KE,0.2850895849071989,0.2604923314577583,3.106885574069508,0.20635349027016078
KELYA,0.4441148731528794,0.1306410881898541,10.28286872991519,0.8826088539737031
KEMQ,1.3136678061577065,0.7291909140893923,14.968925234232355,0.9089137841565177
KEP,0.4698942843519449,0.021489216221659845,1.1285918608927739,-0.49609511749398894
KEUA,0.5031127640440787,0.527585035374052,0.9995082780004292,0.5002701440714772
KEX,0.5274236229749967,0.00010000004179407604,0.8512183207817369,0.49888855999596615
KEY,0.32516658068089155,0.0004997300541538746,0.8862859619171809,-0.40758354389151535
KEYS,0.36030587065422137,0.00040291641695224185,0.0757667444474065,-0.9998711770531132
KFRC,0.5438848883530748,0.00010001757057855161,0.7965376244721566,0.6711445029966882
KFS,0.5663590028739877,0.0004997307720868676,2.8444886564793457,-0.634354138271201
KFVG,0.42657799960505505,0.00010001710271973556,3.097072289207777,0.8260438575302346
KFY,0.3856507386286762,0.2812504113321456,0.886162767682443,-0.25055524221241376
KGC,0.5831248158486425,0.10306457899484642,0.6191907290072247,0.6392827582830649
KGRN,0.510735338705167,0.00010000178909595303,1.1334472168258454,0.2833774423939451
KHC,0.2380317169828764,0.012866361152309538,0.9920826889010258,-0.12960889989652877
KIDS,0.5819637832274911,0.0004997307838362443,0.23331740759036163,0.4223428068701745
KIE,0.25639759512304977,0.9999998826063953,0.96476965175228,-0.8235323571970372
KIM,0.32476200137981637,0.5774682579707854,0.08795568259244455,-0.9998825947030987
KIND,0.8175318959210526,0.7466220666557674,0.9488564095521602,0.052535868631004026
KINS,0.8963090849363949,0.052549374184861185,0.9301145700584998,0.7285947104374292
KIRK,1.3799882177084528,0.6434899174489102,0.13875867782343423,-0.9998926236796625
KKR,0.4677994145806699,0.0007106672511173712,0.06630233017726503,-0.9905607225378003
KLAC,0.43115601015737043,0.03344603365654473,0.04701888689591677,0.5502117098446663
KLCD,0.2564592073939116,0.00047913119842339993,0.9021311215179093,0.44416352825473443
KLIC,0.45553298016883126,0.0004997308382739453,0.6842635775235855,0.33562939482089527
KLNE,0.6776976317803093,0.7620802100256596,0.09402599856448253,0.757036869971898
KLR,1.5743157311335403,0.49852010779861705,0.9997645915832081,0.49950211168065034
KLTR,1.6856370942116101,0.5003667367123018,0.9995840406174606,0.499742091937284
KLXE,1.2242856761097338,0.0027350690888797618,1.2724198124414654,0.30541655314239335
KMB,0.21727411044467157,0.00011735606158392037,0.6985557545002498,-0.343826886531606
KMDA,0.8564515511588272,0.3129361576774402,0.9773763938560223,0.6226544551971822
KMI,0.2521216419579562,0.0004854714569124253,0.7372008482662163,-0.15732970147258846
KMLM,0.42358717379225186,0.12121391624497374,0.20713956356102609,-0.9998999995740162
KMPH,1.2888991033281476,0.0008987245654326144,0.281437502372044,0.5292547242696748
KMPR,0.5787370027996566,0.9996156605994141,2.8409831001015164,-0.8624509665198807
KMT,0.42278354388098477,0.0009605461522606472,0.3696473353756613,0.5151709816097951
KMX,0.43712156590268353,0.0005094081784641168,0.5589008284125537,0.045127302568275726
KN,0.661008019775884,0.07258459383121957,8.178356881546868,-0.904005197888235
KNBE,0.7315273357423654,0.05039530992139176,0.13253975689228653,0.46485167783057557
KNDI,0.9680515917402365,0.00010004375197572205,0.7728419646194631,0.6938576408986267
KNOP,0.08193985905192046,0.8516969876106677,6.205066319837562,0.6854193298565093
KNSA,0.8122187217026702,0.9636939638179938,1.2575740790054342,0.545903528585802
KNSL,0.39235340778972266,0.0030773881371599313,0.2148533458127117,0.5002038528689253
KNTE,1.1295383019951886,0.9999998785612384,0.4067634980327991,0.50475880143102
KNX,0.3509392949282857,0.0916964991899981,0.07558662119530715,0.7984322022290666
KO,0.18520959967172107,0.26097245439882727,1.0397552661621403,-0.4440173773260748
KOD,0.925379471615785,0.32731247547782294,1.0348279679434238,0.37585769115060197
KODK,0.9553404593928324,0.44226355211310026,0.1294958380066722,-0.9998999556948848
KOF,0.21661925850784927,0.9179220399928637,2.0585372433828697,-0.46838074455598594
KOLD,1.7125593981441625,0.6916637126477042,0.5461982507564118,0.7960102725928744
KOMP,0.31305623888346984,0.9999976770695829,1.4198564224205663,-0.3519020465418954
KOP,0.5510092971122037,0.0001000070703123222,0.8689602161247375,0.7246162696476466
KOPN,1.3571817965087385,0.8068282624938536,0.5859225486961327,-0.25157104894173876
KORU,1.0706658090806038,0.9557042714439549,0.18504605342111002,0.6192441422801803
KOS,0.7655905428284927,0.013130618815633979,0.6660221007116488,0.8855244229256038
KPLT,1.1842921340802375,0.4777596435030242,0.9993172676743168,0.5094110182039223
KPTI,1.1232093342764495,0.0001001516207137602,1.450194352039671,0.09840817328373104
KR,0.39208194093844767,0.11123893434393727,0.14818913852783486,-0.9998223185975413
KRBN,0.3736550874611701,0.1931280665015988,1.2467958277067646,0.10585387085331732
KRC,0.28508359837020036,0.9996002692160533,2.269788767122439,0.3152243682990026
KRE,0.21438380098252743,0.00012598735735182658,0.18911708369069924,0.9998999798521718
KREF,0.5084654190513216,0.5454022774909446,3.1446002143385363,0.5058839242496157
KRG,0.4597353627946169,0.9104203924109611,7.751393849654375,0.9172433298337099
KRMA,0.2711880745892014,0.00010005958081810455,1.0385952004184231,0.44323063609287217
KRMD,0.986704308197769,0.4307366732490661,1.0001229040225084,0.4023194258081944
KRNT,0.6230805154357918,0.00011419551617057452,1.0894916861151291,0.4055460811687207
KRNY,8.481207302200616,0.8326394928847265,33.722591587299235,-0.6438858147387052
KRO,0.6879738902855314,0.8845637992486943,3.9655096733363377,0.7601079466854487
KRON,1.8869309666768317,0.5008935350598995,0.9979838150787098,0.4995174292875394
KROP,0.31492950933189723,0.0005003894011359646,1.7563340758429486,-0.22042658032185178
KROS,0.8597979996471868,0.00012046769655190677,0.8830315744920686,0.907770266379147
KRP,0.45330630089494556,0.013183550266055945,2.0205665692939245,-0.8046610121608156
KRTX,0.6787160355627062,0.3981387251264282,0.19235424384483377,0.9998417343287006
KRYS,0.7171084998930203,0.003811193149647581,0.6530177227962688,0.5280450299337804
KSA,0.2183438811167037,0.005308615761266558,0.2081906185185782,0.9719855045395412
KSS,0.5844823395877686,0.0001000000485456935,0.8450357309835312,0.3925188382486638
KSTR,0.4496003093666929,0.7810638724737107,0.6458002823866666,0.6677591738375256
KT,0.7092504605183488,0.6441850445423178,6.0716722597981505,-0.8593933278798253
KTB,0.4697877519948183,0.35551856627337186,1.1745665406047325,-0.2541017314585456
KTCC,0.5082876560609939,0.0004937320002812224,1.9483189226956221,0.0240862675480663
KTEC,0.5940567986996548,0.6484709629941291,0.4845118309550728,0.496151220120152
KTOS,0.49238533712144794,0.324810792412964,0.5984818380918898,0.06079786855939013
KULR,1.2922653372015893,0.49935499026316305,0.9993581375507495,0.4991304095076849
KURA,1.0523842382766917,0.1974039775628471,0.06290761156586545,-0.9998854254807932
KURE,0.49271454644648377,0.9857433748223079,1.2497838129848458,0.560935209324711
KVHI,0.5963071869495866,0.00010000000001706597,1.1670026761349548,0.16385042919507656
KVSA,0.476935970735553,0.9958085878883612,0.7250415570355615,0.6666127907233119
KW,0.3857168297447041,0.12503118082057202,1.8684265957046742,-0.5958232189385585
KWEB,0.5054314061545705,0.00010000005430329587,0.5442599700496363,0.579156515078772
KWR,0.40368791782445224,0.00010007841096520769,0.2475381377169114,0.5365549290444774
KXI,0.2210345390083468,0.00014603250824633774,0.5646065981945266,0.6057465534712193
KYMR,0.9652530608093121,0.45659037924888113,0.008757078832306371,-0.9998930058823896
KYN,0.3024142377420945,0.00012523573877401607,1.886764008449627,-0.4705841943640593
KZIA,1.4558292631429772,0.4953920357845724,6.288077238436633,-0.8563492517892268
KZR,0.9532016240347339,0.20864541522042584,1.0735753723319759,0.43092294557565886
L,0.3601563942367672,0.0005874498619841632,0.13081078082006445,-0.9997862242110214
LAB,1.2917731668361818,0.4993919837102007,0.9998172095961055,0.5003915759378472
LABD,1.3517569697301557,0.9999780574279501,0.26490822750052384,0.6223286249170372
LABU,1.3673421436813442,0.9999968623977143,0.4687500314158563,-0.9912533928853753
LAC,0.6803513340851798,0.038059429485126604,0.403746144952926,0.9615377414891852
LAD,0.44634573959220564,0.012051710539991512,0.036060523743644525,-0.9998997501257793
